Unnamed: 0,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
33.0,2015-05-10,1.98,2117.48,46.8,523.9,0.0,1546.78,1546.78,0.0,0.0,organic,2015.0,Albany
34.0,2015-05-03,2.03,1798.99,57.93,130.62,0.0,1610.44,1610.44,0.0,0.0,organic,2015.0,Albany
35.0,2015-04-26,1.9,929.61,27.01,30.53,0.0,872.07,872.07,0.0,0.0,organic,2015.0,Albany
36.0,2015-04-19,1.96,1516.24,18.01,102.45,0.0,1395.78,1395.78,0.0,0.0,organic,2015.0,Albany
37.0,2015-04-12,1.76,1634.59,51.75,93.38,0.0,1489.46,1489.46,0.0,0.0,organic,2015.0,Albany
38.0,2015-04-05,1.93,1526.1,15.75,202.52,0.0,1307.83,1307.83,0.0,0.0,organic,2015.0,Albany
39.0,2015-03-29,1.93,1082.44,24.75,173.26,0.0,884.43,884.43,0.0,0.0,organic,2015.0,Albany
40.0,2015-03-22,1.86,1375.02,40.57,326.78,0.0,1007.67,1007.67,0.0,0.0,organic,2015.0,Albany
41.0,2015-03-15,1.79,1473.56,19.18,164.73,0.0,1289.65,1289.65,0.0,0.0,organic,2015.0,Albany
42.0,2015-03-08,1.79,1626.32,49.73,331.14,0.0,1245.45,1245.45,0.0,0.0,organic,2015.0,Albany
43.0,2015-03-01,1.76,1663.35,32.82,105.25,0.0,1525.28,1525.28,0.0,0.0,organic,2015.0,Albany
44.0,2015-02-22,1.82,1152.33,11.34,31.76,0.0,1109.23,1109.23,0.0,0.0,organic,2015.0,Albany
45.0,2015-02-15,1.81,1182.3,22.74,83.02,0.0,1076.54,1076.54,0.0,0.0,organic,2015.0,Albany
46.0,2015-02-08,1.59,1770.87,27.36,152.74,0.0,1590.77,1590.77,0.0,0.0,organic,2015.0,Albany
47.0,2015-02-01,1.83,1228.51,33.12,99.36,0.0,1096.03,1096.03,0.0,0.0,organic,2015.0,Albany
48.0,2015-01-25,1.89,1115.89,14.87,148.72,0.0,952.3,952.3,0.0,0.0,organic,2015.0,Albany
49.0,2015-01-18,1.93,1118.47,8.02,178.78,0.0,931.67,931.67,0.0,0.0,organic,2015.0,Albany
50.0,2015-01-11,1.77,1182.56,39.0,305.12,0.0,838.44,838.44,0.0,0.0,organic,2015.0,Albany
51.0,2015-01-04,1.79,1373.95,57.42,153.88,0.0,1162.65,1162.65,0.0,0.0,organic,2015.0,Albany
0.0,27-12-2015,1.84,3195.0,1366.31,1652.5,0.0,176.19,103.33,72.86,0.0,organic,2015.0,Atlanta
1.0,20-12-2015,1.89,3973.64,2000.64,1925.52,0.0,47.48,36.66,10.82,0.0,organic,2015.0,Atlanta
2.0,13-12-2015,1.78,3610.91,1589.39,1581.83,0.0,439.69,208.32,231.37,0.0,organic,2015.0,Atlanta
3.0,06-12-2015,1.48,4400.25,1358.53,1735.98,0.0,1305.74,130.0,1175.74,0.0,organic,2015.0,Atlanta
4.0,29-11-2015,1.37,5205.88,1340.82,2104.37,0.0,1760.69,103.33,1657.36,0.0,organic,2015.0,Atlanta
5.0,22-11-2015,1.88,4015.99,1766.22,2096.22,0.0,153.55,70.0,83.55,0.0,organic,2015.0,Atlanta
6.0,15-11-2015,1.85,3888.18,1643.11,1661.96,0.0,583.11,470.0,113.11,0.0,organic,2015.0,Atlanta
7.0,08-11-2015,1.74,5317.73,1904.89,2047.54,0.0,1365.3,843.33,521.97,0.0,organic,2015.0,Atlanta
8.0,01-11-2015,1.79,5445.08,2074.17,2536.89,0.0,834.02,290.0,544.02,0.0,organic,2015.0,Atlanta
9.0,25-10-2015,1.87,5476.77,2441.49,2684.67,0.0,350.61,180.0,170.61,0.0,organic,2015.0,Atlanta
10.0,18-10-2015,1.94,5657.95,2169.0,2870.36,0.0,618.59,63.33,555.26,0.0,organic,2015.0,Atlanta
11.0,11-10-2015,1.75,7279.83,2387.77,3377.79,0.0,1514.27,0.0,1514.27,0.0,organic,2015.0,Atlanta
12.0,04-10-2015,1.79,7423.5,2743.66,3550.81,0.0,1129.03,0.0,1129.03,0.0,organic,2015.0,Atlanta
13.0,27-09-2015,2.01,5392.63,2232.51,3021.0,0.0,139.12,0.0,139.12,0.0,organic,2015.0,Atlanta
14.0,20-09-2015,2.04,5705.15,2378.64,3304.23,0.0,22.28,0.0,22.28,0.0,organic,2015.0,Atlanta
15.0,13-09-2015,2.0,5891.89,2340.17,3395.62,0.0,156.1,11.15,144.95,0.0,organic,2015.0,Atlanta
16.0,06-09-2015,1.98,6736.29,2522.07,3851.76,0.0,362.46,147.77,214.69,0.0,organic,2015.0,Atlanta
17.0,30-08-2015,1.53,9298.19,2349.53,3534.12,0.0,3414.54,1577.97,1836.57,0.0,organic,2015.0,Atlanta
18.0,23-08-2015,1.52,10342.09,2493.75,3862.12,0.0,3986.22,1841.3,2144.92,0.0,organic,2015.0,Atlanta
19.0,16-08-2015,1.83,6627.48,1953.69,3335.84,0.0,1337.95,1087.61,250.34,0.0,organic,2015.0,Atlanta
20.0,09-08-2015,2.01,5579.38,2291.03,2855.35,0.0,433.0,49.96,383.04,0.0,organic,2015.0,Atlanta
21.0,02-08-2015,1.8,5792.88,1981.77,2627.72,0.0,1183.39,277.57,905.82,0.0,organic,2015.0,Atlanta
22.0,26-07-2015,1.56,7888.45,2286.67,2468.79,0.0,3132.99,1537.46,1595.53,0.0,organic,2015.0,Atlanta
23.0,19-07-2015,1.29,7641.69,1571.09,2221.88,0.0,3848.72,1001.85,2846.87,0.0,organic,2015.0,Atlanta
24.0,12-07-2015,1.6,5946.34,1501.4,2208.56,0.0,2236.38,608.67,1627.71,0.0,organic,2015.0,Atlanta
25.0,05-07-2015,1.5,5744.26,1577.43,2748.05,0.0,1418.78,0.0,1418.78,0.0,organic,2015.0,Atlanta
26.0,28-06-2015,1.39,6313.67,1896.92,2306.95,0.0,2109.8,0.0,2109.8,0.0,organic,2015.0,Atlanta
27.0,21-06-2015,1.83,5003.46,1804.59,2660.93,0.0,537.94,0.0,537.94,0.0,organic,2015.0,Atlanta
28.0,14-06-2015,1.85,4484.76,1646.73,2236.3,0.0,601.73,2.73,599.0,0.0,organic,2015.0,Atlanta
29.0,07-06-2015,1.74,4096.05,1467.61,1864.5,0.0,763.94,147.2,616.74,0.0,organic,2015.0,Atlanta
30.0,31-05-2015,1.84,4803.11,1744.63,2484.81,0.0,573.67,97.88,475.79,0.0,organic,2015.0,Atlanta
31.0,24-05-2015,1.74,5464.3,1705.34,2707.04,0.0,1051.92,119.44,932.48,0.0,organic,2015.0,Atlanta
32.0,17-05-2015,1.78,5157.67,2076.48,2105.43,0.0,975.76,122.05,853.71,0.0,organic,2015.0,Atlanta
33.0,10-05-2015,1.82,5067.95,1878.0,2479.23,0.0,710.72,0.0,710.72,0.0,organic,2015.0,Atlanta
34.0,03-05-2015,2.03,3976.19,1325.62,2650.57,0.0,0.0,0.0,0.0,0.0,organic,2015.0,Atlanta
35.0,26-04-2015,2.01,4447.09,1627.63,2751.73,0.0,67.73,0.0,67.73,0.0,organic,2015.0,Atlanta
36.0,19-04-2015,1.63,6705.06,1820.12,4094.67,0.0,790.27,772.29,17.98,0.0,organic,2015.0,Atlanta
37.0,12-04-2015,1.79,6687.31,1899.54,4739.12,0.0,48.65,40.54,8.11,0.0,organic,2015.0,Atlanta
38.0,05-04-2015,1.74,5558.81,1595.31,3073.37,0.0,890.13,40.46,849.67,0.0,organic,2015.0,Atlanta
39.0,29-03-2015,1.88,5076.62,2016.24,2847.3,0.0,213.08,40.41,172.67,0.0,organic,2015.0,Atlanta
40.0,22-03-2015,1.62,6483.98,1891.11,4197.32,0.0,395.55,0.0,395.55,0.0,organic,2015.0,Atlanta
41.0,15-03-2015,1.19,13985.95,2004.93,9249.47,0.0,2731.55,0.0,2731.55,0.0,organic,2015.0,Atlanta
42.0,08-03-2015,1.22,16026.95,1579.22,11705.02,0.0,2742.71,0.0,2742.71,0.0,organic,2015.0,Atlanta
43.0,01-03-2015,1.22,16227.56,1683.31,12002.83,0.0,2541.42,0.0,2541.42,0.0,organic,2015.0,Atlanta
44.0,22-02-2015,1.38,10969.92,1780.63,7973.37,0.0,1215.92,83.33,1132.59,0.0,organic,2015.0,Atlanta
45.0,15-02-2015,1.46,7783.29,1449.86,5216.4,0.0,1117.03,700.0,417.03,0.0,organic,2015.0,Atlanta
46.0,08-02-2015,1.29,13288.3,1716.38,8656.15,0.0,2915.77,1316.67,1599.1,0.0,organic,2015.0,Atlanta
47.0,01-02-2015,1.44,7665.7,1565.49,4210.72,0.0,1889.49,1133.33,756.16,0.0,organic,2015.0,Atlanta
48.0,25-01-2015,1.87,3047.38,1578.59,735.23,0.0,733.56,533.33,200.23,0.0,organic,2015.0,Atlanta
49.0,18-01-2015,1.86,4294.01,2138.51,989.4,0.0,1166.1,1019.34,146.76,0.0,organic,2015.0,Atlanta
50.0,11-01-2015,1.84,3743.82,1613.69,1207.72,0.0,922.41,865.0,57.41,0.0,organic,2015.0,Atlanta
51.0,04-01-2015,1.76,3846.69,1500.15,938.35,0.0,1408.19,1071.35,336.84,0.0,organic,2015.0,Atlanta
0.0,2015-12-27,1.51,14201.42,363.5,5263.2,318.34,8256.38,2247.43,6008.95,0.0,organic,2015.0,BaltimoreWashington
1.0,2015-12-20,1.67,9296.03,504.11,4702.33,419.14,3670.45,1424.08,2246.37,0.0,organic,2015.0,BaltimoreWashington
2.0,2015-12-13,1.72,12403.85,550.57,4510.99,337.45,7004.84,2920.24,4084.6,0.0,organic,2015.0,BaltimoreWashington
3.0,2015-12-06,1.46,9717.55,432.82,4364.69,444.69,4475.35,715.2,3760.15,0.0,organic,2015.0,BaltimoreWashington
4.0,2015-11-29,1.32,10961.82,536.38,5920.71,432.48,4072.25,327.43,3744.82,0.0,organic,2015.0,BaltimoreWashington
5.0,2015-11-22,1.39,9576.59,587.25,6336.98,460.05,2192.31,602.03,1590.28,0.0,organic,2015.0,BaltimoreWashington
6.0,2015-11-15,1.64,6884.09,1133.05,4772.58,458.97,519.49,480.58,38.91,0.0,organic,2015.0,BaltimoreWashington
7.0,2015-11-08,1.65,7159.03,2700.66,2975.05,566.83,916.49,846.82,69.67,0.0,organic,2015.0,BaltimoreWashington
8.0,2015-11-01,1.6,9421.09,3323.3,4105.67,687.55,1304.57,935.87,368.7,0.0,organic,2015.0,BaltimoreWashington
9.0,2015-10-25,1.59,11223.38,998.73,6750.34,768.94,2705.37,926.69,1778.68,0.0,organic,2015.0,BaltimoreWashington
10.0,2015-10-18,1.54,10215.96,772.28,6014.66,685.19,2743.83,913.31,1830.52,0.0,organic,2015.0,BaltimoreWashington
11.0,2015-10-11,1.53,9453.04,459.96,5639.91,597.61,2755.56,1033.33,1722.23,0.0,organic,2015.0,BaltimoreWashington
12.0,2015-10-04,1.63,8857.68,451.99,6092.19,667.28,1646.22,1646.22,0.0,0.0,organic,2015.0,BaltimoreWashington
13.0,2015-09-27,1.7,7552.49,429.46,4774.78,616.56,1731.69,1720.53,11.16,0.0,organic,2015.0,BaltimoreWashington
14.0,2015-09-20,1.35,11150.19,1462.34,6346.51,519.67,2821.67,2818.89,2.78,0.0,organic,2015.0,BaltimoreWashington
15.0,2015-09-13,1.6,11772.43,1450.32,5418.35,698.25,4205.51,4202.73,2.78,0.0,organic,2015.0,BaltimoreWashington
16.0,2015-09-06,1.58,14379.6,2634.99,5041.08,717.8,5985.73,5977.42,8.31,0.0,organic,2015.0,BaltimoreWashington
17.0,2015-08-30,1.6,12626.2,2524.44,5164.04,715.02,4222.7,4219.94,2.76,0.0,organic,2015.0,BaltimoreWashington
18.0,2015-08-23,1.72,11555.75,4288.75,3541.08,635.31,3090.61,3087.86,2.75,0.0,organic,2015.0,BaltimoreWashington
19.0,2015-08-16,1.75,10280.59,4472.68,3521.79,864.71,1421.41,1404.99,16.42,0.0,organic,2015.0,BaltimoreWashington
20.0,2015-08-09,1.66,13132.64,3946.7,4109.96,836.42,4239.56,4225.93,13.63,0.0,organic,2015.0,BaltimoreWashington
21.0,2015-08-02,1.72,11937.63,3887.77,3335.55,719.46,3994.85,3983.99,10.86,0.0,organic,2015.0,BaltimoreWashington
22.0,2015-07-26,1.72,8502.95,3682.42,3166.87,599.98,1053.68,1050.98,2.7,0.0,organic,2015.0,BaltimoreWashington
23.0,2015-07-19,1.81,8669.79,2230.7,2168.87,649.81,3620.41,3620.41,0.0,0.0,organic,2015.0,BaltimoreWashington
24.0,2015-07-12,1.7,8904.2,4829.01,2707.82,759.55,607.82,607.82,0.0,0.0,organic,2015.0,BaltimoreWashington
25.0,2015-07-05,1.69,12480.84,6639.93,3113.54,902.49,1824.88,1824.88,0.0,0.0,organic,2015.0,BaltimoreWashington
26.0,2015-06-28,1.7,11718.49,5562.43,2728.68,882.13,2545.25,2545.25,0.0,0.0,organic,2015.0,BaltimoreWashington
27.0,2015-06-21,1.69,10939.94,5224.23,2873.85,713.71,2128.15,2122.8,5.35,0.0,organic,2015.0,BaltimoreWashington
28.0,2015-06-14,1.61,13924.11,5819.08,2943.69,956.31,4205.03,4199.7,5.33,0.0,organic,2015.0,BaltimoreWashington
29.0,2015-06-07,1.71,13808.71,5560.86,3115.87,1042.17,4089.81,4076.52,13.29,0.0,organic,2015.0,BaltimoreWashington
30.0,2015-05-31,1.69,12640.64,5802.91,3268.67,1060.5,2508.56,2505.91,2.65,0.0,organic,2015.0,BaltimoreWashington
31.0,2015-05-24,1.69,17042.46,6716.44,3800.9,993.22,5531.9,5531.9,0.0,0.0,organic,2015.0,BaltimoreWashington
32.0,2015-05-17,1.42,22470.42,6094.92,7358.76,3915.19,5101.55,5101.55,0.0,0.0,organic,2015.0,BaltimoreWashington
33.0,2015-05-10,1.7,14499.46,6023.88,2924.01,1128.81,4422.76,4414.82,7.94,0.0,organic,2015.0,BaltimoreWashington
34.0,2015-05-03,1.66,16396.29,6666.67,3755.62,1163.9,4810.1,4806.79,3.31,0.0,organic,2015.0,BaltimoreWashington
35.0,2015-04-26,"1,7",13466.97,6339.49,3106.49,815.62,3205.37,3202.07,3.3,0.0,organic,2015.0,BaltimoreWashington
36.0,2015-04-19,1.64,15852.99,8223.03,3998.93,865.46,2765.57,2765.57,0.0,0.0,organic,2015.0,BaltimoreWashington
37.0,2015-04-12,1.66,15999.82,7671.04,3634.16,864.43,3830.19,3822.27,7.92,0.0,organic,2015.0,BaltimoreWashington
38.0,2015-04-05,1.63,14551.96,8144.98,3199.51,708.11,2499.36,2499.36,0.0,0.0,organic,2015.0,BaltimoreWashington
39.0,2015-03-29,1.63,15847.83,7578.28,3597.75,786.94,3884.86,3884.86,0.0,0.0,organic,2015.0,BaltimoreWashington
40.0,2015-03-22,1.25,16507.0,10883.75,4512.52,758.37,352.36,352.36,0.0,0.0,organic,2015.0,BaltimoreWashington
41.0,2015-03-15,1.59,11586.41,6527.12,3390.64,745.35,923.3,923.3,0.0,0.0,organic,2015.0,BaltimoreWashington
42.0,2015-03-08,1.56,19053.84,6590.46,3908.46,745.13,7809.79,7809.79,0.0,0.0,organic,2015.0,BaltimoreWashington
43.0,2015-03-01,1.58,15923.18,7386.79,4112.33,732.79,3691.27,3659.85,31.42,0.0,organic,2015.0,BaltimoreWashington
44.0,2015-02-22,1.19,23920.36,12844.54,5815.13,667.62,4593.07,4593.07,0.0,0.0,organic,2015.0,BaltimoreWashington
45.0,2015-02-15,1.56,16335.15,5709.5,3782.28,777.82,6065.55,6065.55,0.0,0.0,organic,2015.0,BaltimoreWashington
46.0,2015-02-08,1.43,14898.15,6050.1,4361.21,745.2,3741.64,3739.05,2.59,0.0,organic,2015.0,BaltimoreWashington
47.0,2015-02-01,1.15,27929.74,14635.12,8013.19,667.82,4613.61,4613.61,0.0,0.0,organic,2015.0,BaltimoreWashington
48.0,2015-01-25,1.41,15387.74,8097.26,5023.48,528.36,1738.64,1738.64,0.0,0.0,organic,2015.0,BaltimoreWashington
49.0,2015-01-18,1.41,14057.45,8148.89,4725.43,659.56,523.57,461.75,61.82,0.0,organic,2015.0,BaltimoreWashington
50.0,2015-01-11,1.22,26008.88,12258.26,7094.53,490.24,6165.85,6165.85,0.0,0.0,organic,2015.0,BaltimoreWashington
51.0,2015-01-04,1.29,19137.28,8040.64,6557.47,657.48,3881.69,3881.69,0.0,0.0,organic,2015.0,BaltimoreWashington
0.0,2015-12-27,0.91,2272.26,15.53,508.49,0.0,1748.24,1008.2,740.04,0.0,organic,2015.0,Boise
1.0,2015-12-20,1.17,1807.57,10.29,409.07,0.0,1388.21,689.27,698.94,0.0,organic,2015.0,Boise
2.0,2015-12-13,0.87,4054.49,26.21,738.96,2.58,3286.74,1147.38,2139.36,0.0,organic,2015.0,Boise
3.0,2015-12-06,1.36,1286.83,11.75,533.55,0.0,741.53,73.33,668.2,0.0,organic,2015.0,Boise
4.0,2015-11-29,1.34,1047.42,2.59,418.01,0.0,626.82,20.0,606.82,0.0,organic,2015.0,Boise
5.0,2015-11-22,1.54,1000.86,7.77,724.33,2.59,266.17,13.34,252.83,0.0,organic,2015.0,Boise
6.0,2015-11-15,1.78,881.14,17.27,538.4,0.0,325.47,140.0,185.47,0.0,organic,2015.0,Boise
7.0,2015-11-08,1.5,1059.69,12.99,732.62,0.0,314.08,43.3,270.78,0.0,organic,2015.0,Boise
8.0,2015-11-01,1.16,2767.88,2.6,1411.88,3.9,1349.5,257.15,1092.35,0.0,organic,2015.0,Boise
9.0,2015-10-25,1.95,1106.41,14.34,690.76,3.91,397.4,220.0,177.4,0.0,organic,2015.0,Boise
10.0,2015-10-18,2.05,1169.26,10.44,836.3,0.0,322.52,116.67,205.85,0.0,organic,2015.0,Boise
11.0,2015-10-11,1.95,1396.94,9.12,1160.59,0.0,227.23,0.0,227.23,0.0,organic,2015.0,Boise
12.0,2015-10-04,1.83,1802.83,11.69,1456.26,0.0,334.88,0.0,334.88,0.0,organic,2015.0,Boise
13.0,2015-09-27,2.02,1137.03,17.54,822.27,0.0,297.22,16.66,280.56,0.0,organic,2015.0,Boise
14.0,2015-09-20,1.93,956.97,19.33,723.01,0.0,214.63,16.66,197.97,0.0,organic,2015.0,Boise
15.0,2015-09-13,2.28,996.79,10.31,856.71,0.0,129.77,123.33,6.44,0.0,organic,2015.0,Boise
16.0,2015-09-06,2.35,908.95,9.22,813.54,0.0,86.19,3.33,82.86,0.0,organic,2015.0,Boise
17.0,2015-08-30,1.47,3103.71,8.98,2789.26,0.0,305.47,76.67,228.8,0.0,organic,2015.0,Boise
18.0,2015-08-23,2.29,937.64,7.69,794.15,0.0,135.8,33.33,102.47,0.0,organic,2015.0,Boise
19.0,2015-08-16,1.69,2649.76,5.12,1894.81,0.0,749.83,86.67,663.16,0.0,organic,2015.0,Boise
20.0,2015-08-09,1.91,1656.67,21.74,1098.33,0.0,536.6,353.33,183.27,0.0,organic,2015.0,Boise
21.0,2015-08-02,2.15,1196.53,12.8,972.43,0.0,211.3,136.67,74.63,0.0,organic,2015.0,Boise
22.0,2015-07-26,2.08,1555.89,26.92,1201.02,0.0,327.95,203.33,124.62,0.0,organic,2015.0,Boise
23.0,2015-07-19,1.45,3103.11,37.26,2527.06,0.0,538.79,203.33,335.46,0.0,organic,2015.0,Boise
24.0,2015-07-12,2.05,1454.28,7.73,1091.29,0.0,355.26,230.0,125.26,0.0,organic,2015.0,Boise
25.0,2015-07-05,2.18,1594.45,11.65,1359.32,0.0,223.48,203.34,20.14,0.0,organic,2015.0,Boise
26.0,2015-06-28,1.58,2550.15,15.62,2464.53,0.0,70.0,70.0,0.0,0.0,organic,2015.0,Boise
27.0,2015-06-21,1.49,1921.75,6.54,1657.53,0.0,257.68,123.33,134.35,0.0,organic,2015.0,Boise
28.0,2015-06-14,2.18,1402.21,19.66,1161.32,0.0,221.23,206.67,14.56,0.0,organic,2015.0,Boise
29.0,2015-06-07,2.24,1381.67,2.63,1262.37,0.0,116.67,116.67,0.0,0.0,organic,2015.0,Boise
30.0,2015-05-31,1.54,2693.46,19.2,2374.26,0.0,300.0,300.0,0.0,0.0,organic,2015.0,Boise
31.0,2015-05-24,1.97,1274.53,45.07,1108.3,0.0,121.16,100.0,21.16,0.0,organic,2015.0,Boise
32.0,2015-05-17,1.92,1178.2,22.86,1010.43,0.0,144.91,86.67,58.24,0.0,organic,2015.0,Boise
33.0,2015-05-10,1.71,1404.65,25.6,959.24,0.0,419.81,123.33,296.48,0.0,organic,2015.0,Boise
34.0,2015-05-03,1.55,1403.79,22.12,737.88,0.0,643.79,210.0,433.79,0.0,organic,2015.0,Boise
35.0,2015-04-26,1.36,2154.49,9.05,1579.24,0.0,566.2,203.33,362.87,0.0,organic,2015.0,Boise
36.0,2015-04-19,1.69,1453.59,5.14,1138.32,0.0,310.13,156.67,153.46,0.0,organic,2015.0,Boise
37.0,2015-04-12,1.41,3807.38,5.11,3290.24,0.0,512.03,43.33,468.7,0.0,organic,2015.0,Boise
38.0,2015-04-05,1.83,1701.31,6.35,1216.07,0.0,478.89,296.67,182.22,0.0,organic,2015.0,Boise
39.0,2015-03-29,1.52,3933.04,8.82,3776.05,0.0,148.17,116.67,31.5,0.0,organic,2015.0,Boise
40.0,2015-03-22,1.51,3570.83,1.25,3429.16,0.0,140.42,50.0,90.42,0.0,organic,2015.0,Boise
41.0,2015-03-15,1.63,1777.09,0.0,1209.68,0.0,567.41,366.67,200.74,0.0,organic,2015.0,Boise
42.0,2015-03-08,1.5,4314.45,9.95,3799.34,0.0,505.16,253.33,251.83,0.0,organic,2015.0,Boise
43.0,2015-03-01,1.68,1396.48,2.48,945.45,0.0,448.55,393.33,55.22,0.0,organic,2015.0,Boise
44.0,2015-02-22,1.75,1081.18,1.24,813.03,0.0,266.91,260.0,6.91,0.0,organic,2015.0,Boise
45.0,2015-02-15,1.62,1308.88,11.21,891.63,0.0,406.04,166.67,239.37,0.0,organic,2015.0,Boise
46.0,2015-02-08,1.35,3870.67,13.74,2832.21,0.0,1024.72,323.33,701.39,0.0,organic,2015.0,Boise
47.0,2015-02-01,1.43,1780.76,0.0,999.31,0.0,781.45,283.33,498.12,0.0,organic,2015.0,Boise
48.0,2015-01-25,1.82,1174.53,1.26,858.4,0.0,314.87,133.33,181.54,0.0,organic,2015.0,Boise
49.0,2015-01-18,1.44,2973.94,8.83,2513.36,0.0,451.75,143.33,308.42,0.0,organic,2015.0,Boise
50.0,2015-01-11,1.44,2378.68,0.0,1923.4,0.0,455.28,170.0,285.28,0.0,organic,2015.0,Boise
51.0,2015-01-04,1.64,1505.12,1.27,1129.5,0.0,374.35,186.67,187.68,0.0,organic,2015.0,Boise
0.0,2015-12-27,1.48,7986.08,9.65,775.99,39.82,7160.62,7149.89,10.73,0.0,Org.,2015.0,Boston
1.0,2015-12-20,1.41,7939.48,26.64,511.07,61.76,7340.01,7340.01,0.0,0.0,Org.,2015.0,Boston
2.0,2015-12-13,1.55,8563.97,18.24,434.18,251.75,7859.8,7848.99,10.81,0.0,Org.,2015.0,Boston
3.0,2015-12-06,1.29,8286.37,37.55,466.83,0.0,7781.99,7781.99,0.0,0.0,Org.,2015.0,Boston
4.0,2015-11-29,1.28,6869.81,11.37,388.1,0.0,6470.34,6470.34,0.0,0.0,Org.,2015.0,Boston
5.0,2015-11-22,1.27,7668.48,71.07,394.69,0.0,7202.72,7202.72,0.0,0.0,Org.,2015.0,Boston
